# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/81841b21-3124-4bba-b3f3-563705705a5b/treatment
#
# total peaks = 16799
# peak size = 500
# peaks found using tags on both strands
# minimum distance between peaks = 1000
# fragment length = 182
# genome size = 2000000000
# Total tags = 1635265.0
# Total tags in peaks = 549406.0
# Approximate IP efficiency = 33.60%
# tags per bp = 0.000800
# expected tags per peak = 0.400
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# Poisson p-value threshold = 1.000000e-03
# Poisson tag threshold = 4.0
# number of putative peaks = 126776
#
# input tag directory = /home/81841b21-3124-4bba-b3f3-563705705a5b/control
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 6
#
# size of region used for local filtering = 10000
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1
#
# cmd = findPeaks /home/81841b21-3124-4bba-b3f3-563705705a5b/treatment -o /home/81841b21-3124-4bba-b3f3-563705705a5b/module_out/mouse_heart_H3K4me3_rep2.homer.txt -i /home/81841b21-3124-4bba-b3f3-563705705a5b/control -style histone
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
chr12-111	chr12	103388656	103389572	+	220.1	916.000	31.000000	36.0	0.8	43.39	1.42e-45	0.93
chr12-2602	chr12	109052457	109054292	+	220.1	1835.000	9.000000	36.0	1.7	21.69	4.44e-35	0.91
chr12-115	chr12	112130308	112131215	+	220.1	907.000	31.000000	36.0	0.8	43.39	1.42e-45	0.98
chr13-4157	chr13	34076714	34078543	+	220.1	1829.000	5.000000	36.0	2.5	14.46	4.33e-29	0.99
chr13-3015	chr13	43559011	43560583	+	220.1	1572.000	8.000000	36.0	0.8	43.39	1.42e-45	0.99
chr13-857	chr13	45507468	45509107	+	220.1	1639.000	18.000000	36.0	0.8	43.39	1.42e-45	0.87
chr13-873	chr13	54071671	54072752	+	220.1	1081.000	18.000000	36.0	1.7	21.69	4.44e-35	0.93
chr13-124	chr13	69612086	69612981	+	220.1	895.000	30.000000	36.0	0.8	43.39	1.42e-45	0.94
chr13-1522	chr13	74316598	74318093	+	220.1	1495.000	14.000000	36.0	1.7	21.69	4.44e-35	0.91
chr13-2527	chr13	88821113	88822656	+	220.1	1543.000	10.000000	36.0	2.5	14.46	4.33e-29	0.93
chr13-590	chr13	91807241	91808413	+	220.1	1172.000	21.000000	36.0	0.4	86.77	3.12e-56	0.93
chr13-2233	chr13	92425714	92427123	+	220.1	1409.000	11.000000	36.0	0.8	43.39	1.42e-45	0.93
chr14-676	chr14	14345969	14347172	+	220.1	1203.000	19.000000	36.0	0.8	43.39	1.42e-45	0.92
chr14-3481	chr14	20478857	20480363	+	220.1	1506.000	5.000000	36.0	0.8	43.39	1.42e-45	0.93
chr14-2569	chr14	20673768	20675383	+	220.1	1615.000	8.000000	36.0	0.8	43.39	1.42e-45	0.93
chr14-1497	chr14	32084847	32086773	+	220.1	1926.000	13.000000	36.0	0.8	43.39	1.42e-45	0.83
chr14-59	chr14	47472682	47473444	+	220.1	762.000	33.000000	36.0	0.8	43.39	1.42e-45	0.98
chr14-271	chr14	52243950	52245136	+	220.1	1186.000	25.000000	36.0	0.4	86.77	3.12e-56	0.92
chr14-547	chr14	55091335	55092643	+	220.1	1308.000	21.000000	36.0	2.5	14.46	4.33e-29	0.99
chr14-3280	chr14	60377929	60379487	+	220.1	1558.000	6.000000	36.0	0.4	86.77	3.12e-56	0.93
chr14-2467	chr14	63859691	63861201	+	220.1	1510.000	9.000000	36.0	1.7	21.69	4.44e-35	0.93
chr14-3037	chr14	75833215	75835672	+	220.1	2457.000	7.000000	36.0	1.7	21.69	4.44e-35	0.87
chr14-670	chr14	118705690	118706825	+	220.1	1135.000	20.000000	36.0	0.4	86.77	3.12e-56	0.93
chr15-2097	chr15	8108642	8110134	+	220.1	1492.000	11.000000	36.0	0.4	86.77	3.12e-56	0.91
chr15-3910	chr15	12738332	12740187	+	220.1	1855.000	5.000000	36.0	1.7	21.69	4.44e-35	0.87
chr15-1891	chr15	36726901	36728164	+	220.1	1263.000	12.000000	36.0	0.4	86.77	3.12e-56	0.99
chr15-2397	chr15	55556587	55558211	+	220.1	1624.000	10.000000	36.0	0.8	43.39	1.42e-45	0.92
chr15-570	chr15	76009146	76010203	+	220.1	1057.000	21.000000	36.0	0.4	86.77	3.12e-56	0.98
chr15-2977	chr15	77152482	77154199	+	220.1	1717.000	8.000000	36.0	1.7	21.69	4.44e-35	0.93
chr15-4189	chr15	83121760	83122978	+	220.1	1218.000	5.000000	36.0	1.7	21.69	4.44e-35	0.94
chr15-3717	chr15	85879025	85880414	+	220.1	1389.000	6.000000	36.0	0.4	86.77	3.12e-56	0.98
chr15-2778	chr15	90223615	90225125	+	220.1	1510.000	9.000000	36.0	2.5	14.46	4.33e-29	0.91
chr16-1848	chr16	13109244	13110877	+	220.1	1633.000	10.000000	36.0	1.7	21.69	4.44e-35	0.91
chr16-1690	chr16	14162853	14164260	+	220.1	1407.000	11.000000	36.0	0.4	86.77	3.12e-56	0.93
chr16-369	chr16	35490172	35491234	+	220.1	1062.000	23.000000	36.0	0.4	86.77	3.12e-56	0.98
chr16-1429	chr16	35541100	35542563	+	220.1	1463.000	13.000000	36.0	0.8	43.39	1.42e-45	0.93
chr16-1137	chr16	44173111	44174351	+	220.1	1240.000	15.000000	36.0	0.8	43.39	1.42e-45	0.93
chr16-2606	chr16	55966050	55967733	+	220.1	1683.000	7.000000	36.0	1.7	21.69	4.44e-35	0.93
chr16-446	chr16	75766294	75767786	+	220.1	1492.000	22.000000	36.0	1.7	21.69	4.44e-35	0.80
chr16-2202	chr16	91484647	91486109	+	220.1	1462.000	9.000000	36.0	0.8	43.39	1.42e-45	0.99
chr17-1471	chr17	10319742	10321391	+	220.1	1649.000	16.000000	36.0	0.4	86.77	3.12e-56	0.87
chr17-3838	chr17	10839705	10841175	+	220.1	1470.000	7.000000	36.0	0.4	86.77	3.12e-56	0.92
chr17-3162	chr17	15829655	15831514	+	220.1	1859.000	9.000000	36.0	1.7	21.69	4.44e-35	0.88
chr17-2346	chr17	24488170	24489441	+	220.1	1271.000	12.000000	36.0	0.4	86.77	3.12e-56	0.93
chr17-2350	chr17	24936158	24937265	+	220.1	1107.000	12.000000	36.0	1.7	21.69	4.44e-35	0.94
chr17-2938	chr17	28522497	28524119	+	220.1	1622.000	10.000000	36.0	2.5	14.46	4.33e-29	1.06
chr17-3966	chr17	31511424	31512854	+	220.1	1430.000	7.000000	36.0	2.5	14.46	4.33e-29	0.92
chr17-2416	chr17	33523492	33525243	+	220.1	1751.000	12.000000	36.0	1.7	21.69	4.44e-35	0.92
chr17-4461	chr17	34263208	34265503	+	220.1	2295.000	6.000000	36.0	0.8	43.39	1.42e-45	0.80
chr17-2973	chr17	34586879	34588320	+	220.1	1441.000	10.000000	36.0	0.4	86.77	3.12e-56	1.02
chr17-948	chr17	45563822	45565390	+	220.1	1568.000	20.000000	36.0	1.7	21.69	4.44e-35	0.83
chr17-4133	chr17	56460934	56462646	+	220.1	1712.000	7.000000	36.0	1.7	21.69	4.44e-35	0.91
chr17-1600	chr17	71551559	71552802	+	220.1	1243.000	16.000000	36.0	0.8	43.39	1.42e-45	0.98
chr18-1082	chr18	32837022	32838236	+	220.1	1214.000	14.000000	36.0	2.5	14.46	4.33e-29	0.94
chr18-1410	chr18	37934405	37935653	+	220.1	1248.000	12.000000	36.0	1.7	21.69	4.44e-35	0.93
chr18-2741	chr18	56572452	56574017	+	220.1	1565.000	6.000000	36.0	2.5	14.46	4.33e-29	0.93
chr18-2749	chr18	61210884	61212251	+	220.1	1367.000	6.000000	36.0	1.7	21.69	4.44e-35	0.93
chr18-2037	chr18	65580291	65582220	+	220.1	1929.000	9.000000	36.0	0.8	43.39	1.42e-45	0.91
chr18-2780	chr18	67288338	67290408	+	220.1	2070.000	6.000000	36.0	1.7	21.69	4.44e-35	0.92
chr18-203	chr18	75018740	75019986	+	220.1	1246.000	25.000000	36.0	0.8	43.39	1.42e-45	0.91
chr18-2091	chr18	90509656	90511233	+	220.1	1577.000	9.000000	36.0	0.4	86.77	3.12e-56	0.94
chr19-1697	chr19	16780207	16781805	+	220.1	1598.000	12.000000	36.0	0.4	86.77	3.12e-56	0.88
chr19-3703	chr19	47178357	47180018	+	220.1	1661.000	5.000000	36.0	0.8	43.39	1.42e-45	0.93
chrX-1559	chrX	13844709	13847517	+	220.1	2808.000	6.000000	36.0	2.5	14.46	4.33e-29	0.99
chrX-1658	chrX	71555568	71557434	+	220.1	1866.000	6.000000	36.0	0.4	86.77	3.12e-56	0.89
chrX-1731	chrX	101848828	101851208	+	220.1	2380.000	6.000000	36.0	0.4	86.77	3.12e-56	0.91
chr1-4137	chr1	37719226	37720575	+	214.0	1349.000	8.000000	35.0	1.7	21.09	9.65e-34	0.94
chr1-3730	chr1	38987294	38988776	+	214.0	1482.000	9.000000	35.0	3.3	10.55	6.63e-24	0.93
chr1-4642	chr1	65177748	65179815	+	214.0	2067.000	7.000000	35.0	3.3	10.55	6.63e-24	0.99
chr1-3148	chr1	121327163	121328667	+	214.0	1504.000	11.000000	35.0	3.3	10.55	6.63e-24	0.99
chr1-5259	chr1	125911098	125912747	+	214.0	1649.000	6.000000	35.0	2.5	14.06	6.28e-28	0.98
chr1-167	chr1	134405856	134406743	+	214.0	887.000	31.000000	35.0	0.4	84.36	2.71e-54	0.93
chr1-4344	chr1	134494126	134495426	+	214.0	1300.000	8.000000	35.0	0.4	84.36	2.71e-54	0.93
chr1-3633	chr1	178405359	178406890	+	214.0	1531.000	10.000000	35.0	2.5	14.06	6.28e-28	0.99
chr1-5442	chr1	180903643	180905096	+	214.0	1453.000	6.000000	35.0	1.7	21.09	9.65e-34	0.98
chr1-4038	chr1	182763655	182765264	+	214.0	1609.000	9.000000	35.0	0.8	42.18	6.14e-44	0.90
chr1-2619	chr1	185328455	185329859	+	214.0	1404.000	13.000000	35.0	0.8	42.18	6.14e-44	0.93
chr2-1077	chr2	29935188	29936264	+	214.0	1076.000	22.000000	35.0	0.4	84.36	2.71e-54	0.94
chr2-3384	chr2	30967102	30968099	+	214.0	997.000	13.000000	35.0	3.3	10.55	6.63e-24	0.98
chr2-2415	chr2	32570746	32571913	+	214.0	1167.000	16.000000	35.0	0.4	84.36	2.71e-54	0.98
chr2-3054	chr2	35109193	35110493	+	214.0	1300.000	14.000000	35.0	0.4	84.36	2.71e-54	0.94
chr2-2169	chr2	37422164	37423284	+	214.0	1120.000	17.000000	35.0	0.8	42.18	6.14e-44	0.93
chr2-6404	chr2	52675371	52676886	+	214.0	1515.000	7.000000	35.0	0.4	84.36	2.71e-54	0.99
chr2-670	chr2	66124161	66125161	+	214.0	1000.000	25.000000	35.0	0.4	84.36	2.71e-54	0.94
chr2-3101	chr2	76674831	76676853	+	214.0	2022.000	14.000000	35.0	0.4	84.36	2.71e-54	0.90
chr2-5869	chr2	91264915	91266250	+	214.0	1335.000	8.000000	35.0	0.4	84.36	2.71e-54	0.94
chr2-9302	chr2	105398339	105399918	+	214.0	1579.000	4.000000	35.0	0.4	84.36	2.71e-54	0.94
chr2-3512	chr2	114174420	114175476	+	214.0	1056.000	13.000000	35.0	0.4	84.36	2.71e-54	0.93
chr2-4392	chr2	122348351	122349873	+	214.0	1522.000	11.000000	35.0	0.8	42.18	6.14e-44	0.93
chr2-4395	chr2	125247401	125248653	+	214.0	1252.000	11.000000	35.0	0.8	42.18	6.14e-44	0.93
chr2-4406	chr2	127586951	127588246	+	214.0	1295.000	11.000000	35.0	2.5	14.06	6.28e-28	0.98
chr2-6640	chr2	130696432	130698263	+	214.0	1831.000	7.000000	35.0	0.8	42.18	6.14e-44	0.90
chr2-7373	chr2	131561063	131562928	+	214.0	1865.000	6.000000	35.0	1.7	21.09	9.65e-34	0.83
chr2-5460	chr2	151701921	151703329	+	214.0	1408.000	9.000000	35.0	0.8	42.18	6.14e-44	0.98
chr2-2576	chr2	152847867	152849412	+	214.0	1545.000	16.000000	35.0	1.7	21.09	9.65e-34	0.85
chr2-4960	chr2	155073527	155075096	+	214.0	1569.000	10.000000	35.0	0.4	84.36	2.71e-54	0.92
chr2-4481	chr2	155356623	155358175	+	214.0	1552.000	11.000000	35.0	1.7	21.09	9.65e-34	0.99
chr2-1192	chr2	157006441	157007512	+	214.0	1071.000	22.000000	35.0	1.7	21.09	9.65e-34	0.98
chr2-4062	chr2	163471782	163472846	+	214.0	1064.000	12.000000	35.0	0.4	84.36	2.71e-54	0.98
chr2-3675	chr2	168741095	168742482	+	214.0	1387.000	13.000000	35.0	0.4	84.36	2.71e-54	0.92
chr3-1541	chr3	10012147	10013532	+	214.0	1385.000	15.000000	35.0	3.3	10.55	6.63e-24	0.89
chr3-4661	chr3	19161968	19163863	+	214.0	1895.000	5.000000	35.0	0.4	84.36	2.71e-54	0.91
chr3-252	chr3	55112105	55113175	+	214.0	1070.000	27.000000	35.0	0.8	42.18	6.14e-44	0.91
chr3-3906	chr3	86546092	86547825	+	214.0	1733.000	7.000000	35.0	1.7	21.09	9.65e-34	0.89
chr3-1874	chr3	95111015	95112791	+	214.0	1776.000	14.000000	35.0	0.8	42.18	6.14e-44	0.67
chr3-4415	chr3	95893787	95895449	+	214.0	1662.000	6.000000	35.0	0.8	42.18	6.14e-44	0.92
chr3-1500	chr3	131271472	131272365	+	214.0	893.000	16.000000	35.0	0.4	84.36	2.71e-54	1.01
chr3-5126	chr3	137917973	137919550	+	214.0	1577.000	5.000000	35.0	0.4	84.36	2.71e-54	0.98
chr4-6186	chr4	21727006	21728535	+	214.0	1529.000	5.000000	35.0	0.8	42.18	6.14e-44	0.93
chr4-5101	chr4	32615107	32616323	+	214.0	1216.000	7.000000	35.0	1.7	21.09	9.65e-34	1.02
chr4-3463	chr4	32799741	32801119	+	214.0	1378.000	11.000000	35.0	0.4	84.36	2.71e-54	0.92
chr4-740	chr4	34686899	34687929	+	214.0	1030.000	23.000000	35.0	1.7	21.09	9.65e-34	0.98
chr4-4674	chr4	44981129	44982461	+	214.0	1332.000	8.000000	35.0	0.8	42.18	6.14e-44	0.93
chr4-6306	chr4	57141861	57144095	+	214.0	2234.000	5.000000	35.0	0.4	84.36	2.71e-54	0.85
chr4-2537	chr4	62207891	62209073	+	214.0	1182.000	14.000000	35.0	0.8	42.18	6.14e-44	0.93
chr4-900	chr4	86611502	86612801	+	214.0	1299.000	22.000000	35.0	1.7	21.09	9.65e-34	0.99
chr4-2036	chr4	102087413	102088574	+	214.0	1161.000	16.000000	35.0	0.8	42.18	6.14e-44	0.98
chr4-1803	chr4	104367107	104369258	+	214.0	2151.000	17.000000	35.0	0.4	84.36	2.71e-54	0.83
chr4-2303	chr4	116149963	116151127	+	214.0	1164.000	15.000000	35.0	0.4	84.36	2.71e-54	0.93
chr4-2317	chr4	118134291	118135355	+	214.0	1064.000	15.000000	35.0	0.8	42.18	6.14e-44	0.94
chr4-5855	chr4	121096880	121098633	+	214.0	1753.000	6.000000	35.0	0.4	84.36	2.71e-54	0.93
chr4-264	chr4	132535557	132536444	+	214.0	887.000	30.000000	35.0	0.8	42.18	6.14e-44	0.93
chr4-4480	chr4	133671775	133673668	+	214.0	1893.000	9.000000	35.0	1.7	21.09	9.65e-34	0.90
chr4-3678	chr4	134244644	134245883	+	214.0	1239.000	11.000000	35.0	0.8	42.18	6.14e-44	0.94
chr4-1655	chr4	135433292	135434448	+	214.0	1156.000	18.000000	35.0	1.7	21.09	9.65e-34	0.93
chr4-833	chr4	138262023	138263102	+	214.0	1079.000	23.000000	35.0	1.7	21.09	9.65e-34	0.93
chr4-5461	chr4	148900199	148902182	+	214.0	1983.000	7.000000	35.0	1.7	21.09	9.65e-34	0.87
chr4-2738	chr4	152086363	152087774	+	214.0	1411.000	14.000000	35.0	0.8	42.18	6.14e-44	0.91
chr5-315	chr5	8622347	8623412	+	214.0	1065.000	28.000000	35.0	0.4	84.36	2.71e-54	0.93
chr5-6322	chr5	34286895	34288957	+	214.0	2062.000	5.000000	35.0	0.8	42.18	6.14e-44	0.80
chr5-4757	chr5	36397115	36398426	+	214.0	1311.000	8.000000	35.0	1.7	21.09	9.65e-34	0.98
chr5-3921	chr5	38683888	38685137	+	214.0	1249.000	10.000000	35.0	0.8	42.18	6.14e-44	0.93
chr5-2963	chr5	53212670	53214236	+	214.0	1566.000	13.000000	35.0	0.8	42.18	6.14e-44	0.92
chr5-3286	chr5	84415997	84417779	+	214.0	1782.000	12.000000	35.0	1.7	21.09	9.65e-34	0.75
chr5-4920	chr5	113735261	113736695	+	214.0	1434.000	8.000000	35.0	0.4	84.36	2.71e-54	0.93
chr5-5000	chr5	123507760	123509171	+	214.0	1411.000	8.000000	35.0	0.4	84.36	2.71e-54	0.93
chr5-616	chr5	138161117	138162205	+	214.0	1088.000	25.000000	35.0	0.8	42.18	6.14e-44	0.92
chr5-5576	chr5	139380158	139381467	+	214.0	1309.000	7.000000	35.0	0.4	84.36	2.71e-54	0.98
chr5-1009	chr5	139775069	139776127	+	214.0	1058.000	22.000000	35.0	0.4	84.36	2.71e-54	0.94
chr5-6152	chr5	140330629	140332323	+	214.0	1694.000	6.000000	35.0	0.8	42.18	6.14e-44	0.99
chr5-5605	chr5	144964913	144966662	+	214.0	1749.000	7.000000	35.0	1.7	21.09	9.65e-34	0.92
chr5-3159	chr5	146844887	146846131	+	214.0	1244.000	13.000000	35.0	0.4	84.36	2.71e-54	0.93
chr5-2594	chr5	149635668	149637195	+	214.0	1527.000	15.000000	35.0	2.5	14.06	6.28e-28	0.92
chr6-3669	chr6	17463162	17464844	+	214.0	1682.000	7.000000	35.0	2.5	14.06	6.28e-28	0.91
chr6-1726	chr6	39592181	39593335	+	214.0	1154.000	14.000000	35.0	0.8	42.18	6.14e-44	0.98
chr6-208	chr6	86668672	86670018	+	214.0	1346.000	27.000000	35.0	0.8	42.18	6.14e-44	0.80
chr6-3147	chr6	106799216	106800331	+	214.0	1115.000	9.000000	35.0	0.8	42.18	6.14e-44	0.94
chr6-799	chr6	113623892	113624841	+	214.0	949.000	20.000000	35.0	1.7	21.09	9.65e-34	0.98
chr6-806	chr6	118418988	118420083	+	214.0	1095.000	20.000000	35.0	0.4	84.36	2.71e-54	0.98
chr6-941	chr6	118454907	118455841	+	214.0	934.000	19.000000	35.0	2.5	14.06	6.28e-28	0.98
chr6-2037	chr6	124808676	124810100	+	214.0	1424.000	13.000000	35.0	0.8	42.18	6.14e-44	0.92
chr6-955	chr6	128200134	128201472	+	214.0	1338.000	19.000000	35.0	0.8	42.18	6.14e-44	0.88
chr6-3618	chr6	137648251	137649438	+	214.0	1187.000	8.000000	35.0	1.7	21.09	9.65e-34	0.98
chr6-2924	chr6	145047824	145049084	+	214.0	1260.000	10.000000	35.0	1.7	21.09	9.65e-34	0.93
chr7-3001	chr7	4690420	4691757	+	214.0	1337.000	12.000000	35.0	1.7	21.09	9.65e-34	0.93
chr7-705	chr7	4995573	4996772	+	214.0	1199.000	22.000000	35.0	0.8	42.18	6.14e-44	0.93
chr7-6005	chr7	5019919	5021479	+	214.0	1560.000	6.000000	35.0	0.4	84.36	2.71e-54	0.99
chr7-4920	chr7	29168787	29170647	+	214.0	1860.000	8.000000	35.0	1.7	21.09	9.65e-34	0.92
chr7-2423	chr7	30562455	30564009	+	214.0	1554.000	14.000000	35.0	0.8	42.18	6.14e-44	0.88
chr7-5562	chr7	35333313	35335351	+	214.0	2038.000	7.000000	35.0	0.8	42.18	6.14e-44	0.91
chr7-6252	chr7	43579302	43580883	+	214.0	1581.000	6.000000	35.0	0.8	42.18	6.14e-44	0.93
chr7-2774	chr7	44547634	44548946	+	214.0	1312.000	13.000000	35.0	0.8	42.18	6.14e-44	0.88
chr7-7131	chr7	56049270	56051096	+	214.0	1826.000	5.000000	35.0	1.7	21.09	9.65e-34	0.88
chr7-552	chr7	82648267	82649319	+	214.0	1052.000	24.000000	35.0	0.8	42.18	6.14e-44	0.93
chr7-3188	chr7	90456551	90457797	+	214.0	1246.000	12.000000	35.0	2.5	14.06	6.28e-28	0.99
chr7-1471	chr7	97331674	97332943	+	214.0	1269.000	18.000000	35.0	0.4	84.36	2.71e-54	0.99
chr7-5151	chr7	97788300	97789545	+	214.0	1245.000	8.000000	35.0	2.5	14.06	6.28e-28	0.98
chr7-232	chr7	100159185	100160388	+	214.0	1203.000	29.000000	35.0	2.5	14.06	6.28e-28	0.89
chr7-2569	chr7	118447511	118448658	+	214.0	1147.000	14.000000	35.0	2.5	14.06	6.28e-28	0.99
chr7-7374	chr7	119894740	119896635	+	214.0	1895.000	5.000000	35.0	0.8	42.18	6.14e-44	0.83
chr7-585	chr7	128611368	128612396	+	214.0	1028.000	24.000000	35.0	3.3	10.55	6.63e-24	0.98
chr7-5335	chr7	142576357	142578383	+	214.0	2026.000	8.000000	35.0	0.8	42.18	6.14e-44	0.99
chr8-2929	chr8	25753526	25754968	+	214.0	1442.000	11.000000	35.0	0.8	42.18	6.14e-44	0.92
chr8-436	chr8	33653308	33654444	+	214.0	1136.000	25.000000	35.0	0.4	84.36	2.71e-54	0.93
chr8-1980	chr8	70872868	70874713	+	214.0	1845.000	15.000000	35.0	2.5	14.06	6.28e-28	0.75
chr8-1784	chr8	84249114	84250025	+	214.0	911.000	16.000000	35.0	1.7	21.09	9.65e-34	0.94
chr8-248	chr8	84689324	84690240	+	214.0	916.000	28.000000	35.0	0.8	42.18	6.14e-44	0.98
chr8-802	chr8	91133345	91134249	+	214.0	904.000	22.000000	35.0	1.7	21.09	9.65e-34	0.97
chr8-4208	chr8	95715533	95716964	+	214.0	1431.000	8.000000	35.0	0.4	84.36	2.71e-54	1.04
chr8-3836	chr8	95887452	95888664	+	214.0	1212.000	9.000000	35.0	0.4	84.36	2.71e-54	0.94
chr8-2278	chr8	104591139	104592408	+	214.0	1269.000	14.000000	35.0	0.8	42.18	6.14e-44	0.98
chr8-5767	chr8	107423737	107425206	+	214.0	1469.000	5.000000	35.0	0.4	84.36	2.71e-54	0.99
chr8-1839	chr8	109607960	109609402	+	214.0	1442.000	16.000000	35.0	0.8	42.18	6.14e-44	0.92
chr8-3139	chr8	110997009	110998303	+	214.0	1294.000	11.000000	35.0	0.8	42.18	6.14e-44	0.94
chr8-2308	chr8	111853510	111854446	+	214.0	936.000	14.000000	35.0	0.8	42.18	6.14e-44	0.98
chr8-6917	chr8	122442578	122444971	+	214.0	2393.000	4.000000	35.0	1.7	21.09	9.65e-34	0.87
chr9-3293	chr9	21165058	21166670	+	214.0	1612.000	10.000000	35.0	0.4	84.36	2.71e-54	0.99
chr9-4891	chr9	21264987	21266204	+	214.0	1217.000	6.000000	35.0	2.5	14.06	6.28e-28	0.97
chr9-3644	chr9	29411178	29413003	+	214.0	1825.000	9.000000	35.0	0.8	42.18	6.14e-44	0.91
chr9-2187	chr9	32695489	32697922	+	214.0	2433.000	14.000000	35.0	0.8	42.18	6.14e-44	0.88
chr9-1709	chr9	37347734	37349082	+	214.0	1348.000	16.000000	35.0	3.3	10.55	6.63e-24	0.93
chr9-4965	chr9	42471447	42472581	+	214.0	1134.000	6.000000	35.0	0.4	84.36	2.71e-54	0.94
chr9-4516	chr9	44304641	44305880	+	214.0	1239.000	7.000000	35.0	0.8	42.18	6.14e-44	0.94
chr9-242	chr9	44396912	44397932	+	214.0	1020.000	29.000000	35.0	0.4	84.36	2.71e-54	0.93
chr9-556	chr9	48480047	48481429	+	214.0	1382.000	24.000000	35.0	0.8	42.18	6.14e-44	0.99
chr9-4184	chr9	66059862	66061713	+	214.0	1851.000	8.000000	35.0	0.8	42.18	6.14e-44	0.92
chr9-5149	chr9	78190540	78192953	+	214.0	2413.000	6.000000	35.0	0.4	84.36	2.71e-54	0.99
chr9-2296	chr9	87254827	87255934	+	214.0	1107.000	14.000000	35.0	0.8	42.18	6.14e-44	0.98
chr9-5194	chr9	96718994	96720449	+	214.0	1455.000	6.000000	35.0	1.7	21.09	9.65e-34	0.93
chr9-5882	chr9	101250488	101251913	+	214.0	1425.000	5.000000	35.0	0.8	42.18	6.14e-44	0.93
chr9-3959	chr9	123366426	123367982	+	214.0	1556.000	9.000000	35.0	0.4	84.36	2.71e-54	0.93
chr9-6070	chr9	123923391	123926284	+	214.0	2893.000	5.000000	35.0	1.7	21.09	9.65e-34	0.89
chr10-1554	chr10	13552682	13554003	+	214.0	1321.000	16.000000	35.0	0.4	84.36	2.71e-54	0.92
chr10-4393	chr10	14704159	14705756	+	214.0	1597.000	6.000000	35.0	0.8	42.18	6.14e-44	0.91
chr10-2530	chr10	77605939	77607332	+	214.0	1393.000	12.000000	35.0	2.5	14.06	6.28e-28	0.99
chr10-2283	chr10	77901913	77903468	+	214.0	1555.000	13.000000	35.0	0.4	84.36	2.71e-54	0.99
chr10-2093	chr10	80589516	80590613	+	214.0	1097.000	14.000000	35.0	0.8	42.18	6.14e-44	0.94
chr10-205	chr10	92721869	92722763	+	214.0	894.000	29.000000	35.0	1.7	21.09	9.65e-34	0.98
chr10-5328	chr10	112927206	112929507	+	214.0	2301.000	5.000000	35.0	3.3	10.55	6.63e-24	0.83
chr10-3169	chr10	116472922	116474652	+	214.0	1730.000	10.000000	35.0	0.8	42.18	6.14e-44	0.90
chr10-4788	chr10	118141285	118142674	+	214.0	1389.000	6.000000	35.0	0.8	42.18	6.14e-44	0.94
chr10-1735	chr10	127739322	127740378	+	214.0	1056.000	16.000000	35.0	0.4	84.36	2.71e-54	0.94
chr10-1180	chr10	128695553	128696632	+	214.0	1079.000	19.000000	35.0	0.4	84.36	2.71e-54	0.94
chr11-7507	chr11	3407885	3409507	+	214.0	1622.000	6.000000	35.0	1.7	21.09	9.65e-34	0.92
chr11-2919	chr11	3538541	3539843	+	214.0	1302.000	15.000000	35.0	0.8	42.18	6.14e-44	0.87
chr11-6815	chr11	4159817	4161548	+	214.0	1731.000	7.000000	35.0	0.8	42.18	6.14e-44	0.93
chr11-583	chr11	5740657	5741694	+	214.0	1037.000	26.000000	35.0	0.8	42.18	6.14e-44	0.93
chr11-6233	chr11	7213140	7214616	+	214.0	1476.000	8.000000	35.0	1.7	21.09	9.65e-34	0.92
chr11-2627	chr11	37235956	37237103	+	214.0	1147.000	16.000000	35.0	1.7	21.09	9.65e-34	0.94
chr11-4149	chr11	50826919	50827975	+	214.0	1056.000	12.000000	35.0	0.8	42.18	6.14e-44	0.94
chr11-3365	chr11	51584170	51585766	+	214.0	1596.000	14.000000	35.0	0.8	42.18	6.14e-44	0.92
chr11-8582	chr11	59963550	59965418	+	214.0	1868.000	5.000000	35.0	0.4	84.36	2.71e-54	0.91
chr11-5199	chr11	62248273	62249673	+	214.0	1400.000	10.000000	35.0	1.7	21.09	9.65e-34	0.92
chr11-6414	chr11	69323128	69324818	+	214.0	1690.000	8.000000	35.0	2.5	14.06	6.28e-28	0.89
chr11-6474	chr11	75347507	75348992	+	214.0	1485.000	8.000000	35.0	1.7	21.09	9.65e-34	0.98
chr11-3090	chr11	78079762	78081034	+	214.0	1272.000	15.000000	35.0	0.4	84.36	2.71e-54	0.92
chr11-2155	chr11	80080317	80081408	+	214.0	1091.000	18.000000	35.0	0.4	84.36	2.71e-54	0.94
chr11-5372	chr11	93967334	93968410	+	214.0	1076.000	10.000000	35.0	1.7	21.09	9.65e-34	1.03
chr11-8079	chr11	100319424	100321579	+	214.0	2155.000	6.000000	35.0	0.4	84.36	2.71e-54	0.99
