# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/0114084d-4a72-4cef-87b7-263e647b74e0/treatment
#
# total peaks = 17438
# peak size = 500
# peaks found using tags on both strands
# minimum distance between peaks = 1000
# fragment length = 172
# genome size = 2000000000
# Total tags = 1490767.0
# Total tags in peaks = 668168.0
# Approximate IP efficiency = 44.82%
# tags per bp = 0.000732
# expected tags per peak = 0.366
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# Poisson p-value threshold = 1.000000e-03
# Poisson tag threshold = 4.0
# number of putative peaks = 135445
#
# input tag directory = /home/0114084d-4a72-4cef-87b7-263e647b74e0/control
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 3
#
# size of region used for local filtering = 10000
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1
#
# cmd = findPeaks /home/0114084d-4a72-4cef-87b7-263e647b74e0/treatment -o /home/0114084d-4a72-4cef-87b7-263e647b74e0/module_out/mouse_heart_H3K4me3_rep1.homer.txt -i /home/0114084d-4a72-4cef-87b7-263e647b74e0/control -style histone
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
chr19-3707	chr19	44247185	44248884	+	161.0	1699.000	6.000000	24.0	1.5	16.27	4.41e-21	0.90
chr19-2234	chr19	45675786	45677161	+	161.0	1375.000	12.000000	24.0	1.5	16.27	4.41e-21	0.88
chr19-2678	chr19	57314320	57315197	+	161.0	877.000	10.000000	24.0	0.7	32.54	5.17e-28	0.93
chr19-3792	chr19	61140111	61141406	+	161.0	1295.000	6.000000	24.0	1.5	16.27	4.41e-21	0.89
chrX-905	chrX	7947080	7948638	+	161.0	1558.000	10.000000	24.0	0.4	65.08	4.46e-35	0.83
chrX-1196	chrX	69360196	69361618	+	161.0	1422.000	9.000000	24.0	0.7	32.54	5.17e-28	0.89
chrX-1202	chrX	71816335	71817390	+	161.0	1055.000	9.000000	24.0	0.4	65.08	4.46e-35	0.91
chrX-397	chrX	73921260	73922670	+	161.0	1410.000	14.000000	24.0	1.5	16.27	4.41e-21	0.85
chrX-666	chrX	98889974	98891285	+	161.0	1311.000	12.000000	24.0	0.4	65.08	4.46e-35	0.87
chrX-2164	chrX	102118769	102120407	+	161.0	1638.000	6.000000	24.0	0.7	32.54	5.17e-28	0.85
chrX-260	chrX	104482659	104483588	+	161.0	929.000	16.000000	24.0	2.2	10.85	3.66e-17	0.91
chrX-1544	chrX	105763268	105765307	+	161.0	2039.000	8.000000	24.0	1.5	16.27	4.41e-21	0.50
chrX-97	chrX	122396936	122397919	+	161.0	983.000	20.000000	24.0	0.7	32.54	5.17e-28	0.91
chrX-69	chrX	134541054	134541815	+	161.0	761.000	21.000000	24.0	0.4	65.08	4.46e-35	0.93
chrX-1342	chrX	153359383	153360815	+	161.0	1432.000	9.000000	24.0	0.7	32.54	5.17e-28	0.89
chr1-2585	chr1	21218456	21219379	+	154.3	923.000	15.000000	23.0	0.4	62.37	2.90e-33	0.92
chr1-4050	chr1	24004797	24005837	+	154.3	1040.000	10.000000	23.0	0.7	31.19	1.68e-26	0.91
chr1-4799	chr1	34677982	34679373	+	154.3	1391.000	8.000000	23.0	1.5	15.59	7.19e-20	0.89
chr1-6211	chr1	54250065	54251516	+	154.3	1451.000	5.000000	23.0	0.7	31.19	1.68e-26	0.89
chr1-1973	chr1	92906844	92907919	+	154.3	1075.000	18.000000	23.0	0.4	62.37	2.90e-33	0.90
chr1-3838	chr1	93235632	93236655	+	154.3	1023.000	11.000000	23.0	1.5	15.59	7.19e-20	0.92
chr1-4319	chr1	171360402	171361884	+	154.3	1482.000	10.000000	23.0	0.7	31.19	1.68e-26	0.88
chr1-1482	chr1	172632588	172633347	+	154.3	759.000	21.000000	23.0	0.4	62.37	2.90e-33	0.93
chr1-2298	chr1	175492045	175492867	+	154.3	822.000	17.000000	23.0	0.7	31.19	1.68e-26	0.93
chr1-2550	chr1	182959462	182960383	+	154.3	921.000	16.000000	23.0	0.7	31.19	1.68e-26	0.92
chr1-3361	chr1	193272365	193273721	+	154.3	1356.000	13.000000	23.0	0.7	31.19	1.68e-26	0.80
chr2-7030	chr2	3423690	3424958	+	154.3	1268.000	7.000000	23.0	0.4	62.37	2.90e-33	0.92
chr2-1712	chr2	5063529	5064161	+	154.3	632.000	22.000000	23.0	0.7	31.19	1.68e-26	0.98
chr2-2147	chr2	13793233	13794007	+	154.3	774.000	20.000000	23.0	0.7	31.19	1.68e-26	0.93
chr2-6594	chr2	31469694	31471057	+	154.3	1363.000	8.000000	23.0	0.7	31.19	1.68e-26	0.89
chr2-7827	chr2	32625179	32627004	+	154.3	1825.000	6.000000	23.0	1.5	15.59	7.19e-20	0.67
chr2-3618	chr2	35132271	35133354	+	154.3	1083.000	15.000000	23.0	0.4	62.37	2.90e-33	0.89
chr2-3321	chr2	61815190	61816380	+	154.3	1190.000	16.000000	23.0	0.4	62.37	2.90e-33	0.85
chr2-7244	chr2	69646864	69648070	+	154.3	1206.000	7.000000	23.0	0.4	62.37	2.90e-33	0.92
chr2-3660	chr2	71117802	71118747	+	154.3	945.000	15.000000	23.0	1.5	15.59	7.19e-20	0.99
chr2-3054	chr2	84871994	84872841	+	154.3	847.000	17.000000	23.0	1.5	15.59	7.19e-20	0.92
chr2-4841	chr2	93849267	93850227	+	154.3	960.000	12.000000	23.0	1.5	15.59	7.19e-20	0.98
chr2-4431	chr2	101628343	101629295	+	154.3	952.000	13.000000	23.0	1.5	15.59	7.19e-20	0.92
chr2-6221	chr2	106002551	106004001	+	154.3	1450.000	9.000000	23.0	0.7	31.19	1.68e-26	0.90
chr2-6239	chr2	118896221	118897433	+	154.3	1212.000	9.000000	23.0	0.4	62.37	2.90e-33	0.93
chr2-4888	chr2	119786967	119788142	+	154.3	1175.000	12.000000	23.0	0.7	31.19	1.68e-26	0.91
chr2-2526	chr2	125723475	125724374	+	154.3	899.000	19.000000	23.0	1.5	15.59	7.19e-20	0.92
chr2-4098	chr2	127788443	127789921	+	154.3	1478.000	14.000000	23.0	1.5	15.59	7.19e-20	0.67
chr2-3817	chr2	161177318	161178473	+	154.3	1155.000	15.000000	23.0	2.2	10.40	3.99e-16	0.87
chr2-10527	chr2	162942716	162944090	+	154.3	1374.000	4.000000	23.0	0.4	62.37	2.90e-33	0.92
chr2-5431	chr2	164822766	164823671	+	154.3	905.000	11.000000	23.0	1.5	15.59	7.19e-20	0.93
chr2-5905	chr2	164960538	164961290	+	154.3	752.000	10.000000	23.0	0.4	62.37	2.90e-33	0.94
chr2-3206	chr2	170184315	170185241	+	154.3	926.000	17.000000	23.0	1.5	15.59	7.19e-20	0.90
chr2-8396	chr2	173585451	173587023	+	154.3	1572.000	6.000000	23.0	2.2	10.40	3.99e-16	0.85
chr3-1039	chr3	14641638	14642275	+	154.3	637.000	22.000000	23.0	0.4	62.37	2.90e-33	0.98
chr3-4533	chr3	63928722	63929566	+	154.3	844.000	7.000000	23.0	0.7	31.19	1.68e-26	0.98
chr3-4935	chr3	65973934	65975280	+	154.3	1346.000	6.000000	23.0	0.4	62.37	2.90e-33	0.91
chr3-1344	chr3	66220642	66221539	+	154.3	897.000	20.000000	23.0	0.7	31.19	1.68e-26	0.91
chr3-4605	chr3	89421379	89422736	+	154.3	1357.000	7.000000	23.0	0.4	62.37	2.90e-33	0.91
chr3-2296	chr3	89912796	89913584	+	154.3	788.000	15.000000	23.0	0.4	62.37	2.90e-33	0.93
chr3-3923	chr3	93520309	93521313	+	154.3	1004.000	9.000000	23.0	2.2	10.40	3.99e-16	0.93
chr3-5573	chr3	95686962	95688319	+	154.3	1357.000	5.000000	23.0	0.4	62.37	2.90e-33	0.99
chr3-2133	chr3	107517241	107518221	+	154.3	980.000	16.000000	23.0	1.5	15.59	7.19e-20	0.89
chr3-4334	chr3	108200351	108201523	+	154.3	1172.000	8.000000	23.0	0.7	31.19	1.68e-26	0.92
chr3-3383	chr3	117359774	117360667	+	154.3	893.000	11.000000	23.0	0.4	62.37	2.90e-33	0.93
chr3-2583	chr3	117868488	117869673	+	154.3	1185.000	14.000000	23.0	0.4	62.37	2.90e-33	0.88
chr3-2845	chr3	118561985	118563130	+	154.3	1145.000	13.000000	23.0	0.4	62.37	2.90e-33	0.88
chr3-3397	chr3	123235427	123236753	+	154.3	1326.000	11.000000	23.0	1.5	15.59	7.19e-20	0.90
chr4-2199	chr4	3870912	3871864	+	154.3	952.000	18.000000	23.0	1.5	15.59	7.19e-20	0.91
chr4-4564	chr4	8911043	8911953	+	154.3	910.000	10.000000	23.0	0.4	62.37	2.90e-33	0.93
chr4-3860	chr4	14825838	14827176	+	154.3	1338.000	12.000000	23.0	2.2	10.40	3.99e-16	0.88
chr4-4571	chr4	14930025	14931200	+	154.3	1175.000	10.000000	23.0	0.4	62.37	2.90e-33	0.92
chr4-3869	chr4	21766395	21767327	+	154.3	932.000	12.000000	23.0	0.7	31.19	1.68e-26	0.99
chr4-5916	chr4	43039421	43040486	+	154.3	1065.000	7.000000	23.0	0.7	31.19	1.68e-26	0.93
chr4-4640	chr4	53159032	53160113	+	154.3	1081.000	10.000000	23.0	0.4	62.37	2.90e-33	0.90
chr4-3983	chr4	97751275	97752223	+	154.3	948.000	12.000000	23.0	0.4	62.37	2.90e-33	0.92
chr4-5560	chr4	108327444	108328972	+	154.3	1528.000	8.000000	23.0	0.7	31.19	1.68e-26	0.87
chr4-5612	chr4	119814358	119815478	+	154.3	1120.000	8.000000	23.0	0.7	31.19	1.68e-26	0.92
chr4-5624	chr4	122960363	122961329	+	154.3	966.000	8.000000	23.0	1.5	15.59	7.19e-20	0.93
chr4-7321	chr4	129286798	129288070	+	154.3	1272.000	5.000000	23.0	0.4	62.37	2.90e-33	0.92
chr4-5675	chr4	129500244	129501588	+	154.3	1344.000	8.000000	23.0	0.7	31.19	1.68e-26	0.89
chr4-3804	chr4	148151252	148152235	+	154.3	983.000	13.000000	23.0	0.4	62.37	2.90e-33	0.98
chr4-2893	chr4	149136915	149137686	+	154.3	771.000	16.000000	23.0	0.7	31.19	1.68e-26	0.98
chr4-3173	chr4	152338612	152339566	+	154.3	954.000	15.000000	23.0	0.4	62.37	2.90e-33	0.91
chr4-4198	chr4	155784004	155784837	+	154.3	833.000	12.000000	23.0	0.7	31.19	1.68e-26	0.94
chr5-2712	chr5	24598326	24599463	+	154.3	1137.000	16.000000	23.0	0.7	31.19	1.68e-26	0.89
chr5-5896	chr5	36868589	36870318	+	154.3	1729.000	7.000000	23.0	0.7	31.19	1.68e-26	0.67
chr5-3913	chr5	53266938	53268060	+	154.3	1122.000	12.000000	23.0	0.4	62.37	2.90e-33	0.91
chr5-5088	chr5	66620059	66620951	+	154.3	892.000	9.000000	23.0	0.7	31.19	1.68e-26	0.93
chr5-2798	chr5	98167137	98168059	+	154.3	922.000	16.000000	23.0	1.5	15.59	7.19e-20	0.99
chr5-5148	chr5	102481162	102482289	+	154.3	1127.000	9.000000	23.0	0.4	62.37	2.90e-33	0.92
chr5-6062	chr5	110386439	110387724	+	154.3	1285.000	7.000000	23.0	0.7	31.19	1.68e-26	0.92
chr5-1736	chr5	115118899	115119664	+	154.3	765.000	21.000000	23.0	0.7	31.19	1.68e-26	0.93
chr5-3710	chr5	118169304	118170272	+	154.3	968.000	13.000000	23.0	0.4	62.37	2.90e-33	0.90
chr5-6188	chr5	129908161	129909259	+	154.3	1098.000	7.000000	23.0	0.4	62.37	2.90e-33	1.06
chr5-7549	chr5	138279277	138280374	+	154.3	1097.000	5.000000	23.0	0.4	62.37	2.90e-33	0.93
chr5-5340	chr5	146844917	146846439	+	154.3	1522.000	9.000000	23.0	0.7	31.19	1.68e-26	0.89
chr5-2204	chr5	148959190	148959964	+	154.3	774.000	19.000000	23.0	1.5	15.59	7.19e-20	0.99
chr5-4130	chr5	150952463	150953559	+	154.3	1096.000	12.000000	23.0	0.4	62.37	2.90e-33	0.91
chr5-2014	chr5	151189808	151190568	+	154.3	760.000	20.000000	23.0	0.4	62.37	2.90e-33	0.93
chr6-5131	chr6	4003302	4004683	+	154.3	1381.000	5.000000	23.0	0.4	62.37	2.90e-33	0.85
chr6-3337	chr6	22288379	22289694	+	154.3	1315.000	10.000000	23.0	0.4	62.37	2.90e-33	0.88
chr6-3348	chr6	29178857	29179869	+	154.3	1012.000	10.000000	23.0	0.7	31.19	1.68e-26	0.92
chr6-4750	chr6	34028944	34030087	+	154.3	1143.000	6.000000	23.0	0.4	62.37	2.90e-33	0.92
chr6-1482	chr6	39256714	39257645	+	154.3	931.000	18.000000	23.0	0.4	62.37	2.90e-33	0.92
chr6-1188	chr6	50596242	50597029	+	154.3	787.000	20.000000	23.0	0.4	62.37	2.90e-33	0.93
chr6-818	chr6	59208805	59209566	+	154.3	761.000	23.000000	23.0	0.7	31.19	1.68e-26	0.93
chr6-2896	chr6	72380001	72380941	+	154.3	940.000	12.000000	23.0	0.4	62.37	2.90e-33	0.93
chr6-958	chr6	86028731	86029485	+	154.3	754.000	22.000000	23.0	0.7	31.19	1.68e-26	0.92
chr6-4165	chr6	97311076	97312729	+	154.3	1653.000	8.000000	23.0	0.7	31.19	1.68e-26	0.87
chr6-5484	chr6	99202931	99204869	+	154.3	1938.000	5.000000	23.0	1.5	15.59	7.19e-20	0.75
chr6-2945	chr6	108064810	108065875	+	154.3	1065.000	12.000000	23.0	0.7	31.19	1.68e-26	0.92
chr6-2006	chr6	124903744	124904855	+	154.3	1111.000	16.000000	23.0	0.4	62.37	2.90e-33	0.99
chr6-2765	chr6	134983570	134984424	+	154.3	854.000	13.000000	23.0	2.2	10.40	3.99e-16	0.98
chr6-3021	chr6	142571016	142572232	+	154.3	1216.000	12.000000	23.0	0.7	31.19	1.68e-26	0.88
chr7-3220	chr7	6330873	6331708	+	154.3	835.000	14.000000	23.0	1.5	15.59	7.19e-20	0.93
chr7-6321	chr7	12949172	12950511	+	154.3	1339.000	7.000000	23.0	0.7	31.19	1.68e-26	0.90
chr7-3567	chr7	13043655	13044729	+	154.3	1074.000	13.000000	23.0	0.4	62.37	2.90e-33	0.92
chr7-1905	chr7	16452829	16453712	+	154.3	883.000	19.000000	23.0	2.2	10.40	3.99e-16	0.93
chr7-1720	chr7	19282550	19283304	+	154.3	754.000	20.000000	23.0	2.2	10.40	3.99e-16	0.98
chr7-7705	chr7	24546583	24547804	+	154.3	1221.000	5.000000	23.0	0.4	62.37	2.90e-33	0.88
chr7-3626	chr7	28693000	28694031	+	154.3	1031.000	13.000000	23.0	0.4	62.37	2.90e-33	0.93
chr7-7899	chr7	44853810	44855429	+	154.3	1619.000	5.000000	23.0	3.0	7.80	1.48e-13	0.89
chr7-1978	chr7	45413338	45414231	+	154.3	893.000	19.000000	23.0	0.7	31.19	1.68e-26	0.91
chr7-5417	chr7	46179336	46180476	+	154.3	1140.000	9.000000	23.0	0.4	62.37	2.90e-33	0.90
chr7-4498	chr7	49758785	49759590	+	154.3	805.000	11.000000	23.0	1.5	15.59	7.19e-20	0.93
chr7-3022	chr7	64373393	64374158	+	154.3	765.000	15.000000	23.0	0.7	31.19	1.68e-26	0.93
chr7-1403	chr7	88430280	88431049	+	154.3	769.000	22.000000	23.0	0.7	31.19	1.68e-26	0.92
chr7-1676	chr7	127406305	127407075	+	154.3	770.000	21.000000	23.0	0.4	62.37	2.90e-33	1.05
chr7-1858	chr7	127637003	127637765	+	154.3	762.000	20.000000	23.0	0.7	31.19	1.68e-26	0.93
chr7-5657	chr7	132599070	132600322	+	154.3	1252.000	9.000000	23.0	1.5	15.59	7.19e-20	0.91
chr7-4707	chr7	140941336	140942394	+	154.3	1058.000	11.000000	23.0	0.4	62.37	2.90e-33	0.93
chr7-3197	chr7	143106994	143107924	+	154.3	930.000	15.000000	23.0	2.2	10.40	3.99e-16	0.92
chr8-1123	chr8	23237188	23237996	+	154.3	808.000	23.000000	23.0	0.7	31.19	1.68e-26	0.93
chr8-3616	chr8	40634257	40635403	+	154.3	1146.000	11.000000	23.0	0.4	62.37	2.90e-33	0.92
chr8-3051	chr8	45627561	45628651	+	154.3	1090.000	13.000000	23.0	0.7	31.19	1.68e-26	0.91
chr8-5008	chr8	61900933	61903009	+	154.3	2076.000	7.000000	23.0	0.7	31.19	1.68e-26	0.75
chr8-2837	chr8	70804103	70805319	+	154.3	1216.000	14.000000	23.0	1.5	15.59	7.19e-20	0.92
chr8-2852	chr8	75093481	75094464	+	154.3	983.000	14.000000	23.0	0.7	31.19	1.68e-26	0.98
chr8-3726	chr8	87472611	87473751	+	154.3	1140.000	11.000000	23.0	1.5	15.59	7.19e-20	0.92
chr8-2676	chr8	105254306	105255355	+	154.3	1049.000	15.000000	23.0	0.4	62.37	2.90e-33	0.91
chr8-4784	chr8	105288957	105290223	+	154.3	1266.000	8.000000	23.0	0.4	62.37	2.90e-33	0.91
chr8-2025	chr8	123318117	123319294	+	154.3	1177.000	18.000000	23.0	0.4	62.37	2.90e-33	0.75
chr8-1874	chr8	126138738	126139665	+	154.3	927.000	19.000000	23.0	0.7	31.19	1.68e-26	0.88
chr8-5301	chr8	129263034	129264137	+	154.3	1103.000	7.000000	23.0	0.7	31.19	1.68e-26	0.99
chr9-3957	chr9	16499747	16500762	+	154.3	1015.000	10.000000	23.0	1.5	15.59	7.19e-20	0.99
chr9-3959	chr9	20384511	20385853	+	154.3	1342.000	10.000000	23.0	0.4	62.37	2.90e-33	0.89
chr9-4735	chr9	31130610	31132196	+	154.3	1586.000	8.000000	23.0	0.4	62.37	2.90e-33	0.87
chr9-3427	chr9	56506218	56507800	+	154.3	1582.000	12.000000	23.0	0.4	62.37	2.90e-33	0.80
chr9-5646	chr9	57467268	57468408	+	154.3	1140.000	6.000000	23.0	0.7	31.19	1.68e-26	0.98
chr9-2901	chr9	63108775	63109820	+	154.3	1045.000	14.000000	23.0	0.4	62.37	2.90e-33	0.92
chr9-5712	chr9	66068681	66069978	+	154.3	1297.000	6.000000	23.0	0.4	62.37	2.90e-33	0.87
chr9-1301	chr9	76014798	76015427	+	154.3	629.000	22.000000	23.0	0.4	62.37	2.90e-33	0.98
chr9-3815	chr9	78615424	78616198	+	154.3	774.000	11.000000	23.0	0.4	62.37	2.90e-33	0.98
chr9-1310	chr9	87022046	87022672	+	154.3	626.000	22.000000	23.0	0.4	62.37	2.90e-33	0.98
chr9-1510	chr9	105642894	105643670	+	154.3	776.000	21.000000	23.0	1.5	15.59	7.19e-20	0.93
chr10-4200	chr10	5287773	5289487	+	154.3	1714.000	8.000000	23.0	0.7	31.19	1.68e-26	0.80
chr10-3892	chr10	22818672	22820152	+	154.3	1480.000	9.000000	23.0	0.7	31.19	1.68e-26	0.87
chr10-2051	chr10	23796674	23797569	+	154.3	895.000	16.000000	23.0	0.4	62.37	2.90e-33	0.93
chr10-3622	chr10	44529134	44530298	+	154.3	1164.000	10.000000	23.0	2.2	10.40	3.99e-16	0.91
chr10-3309	chr10	50894298	50895286	+	154.3	988.000	11.000000	23.0	0.7	31.19	1.68e-26	0.99
chr10-4305	chr10	68135743	68136853	+	154.3	1110.000	8.000000	23.0	1.5	15.59	7.19e-20	0.92
chr10-4314	chr10	70244717	70246244	+	154.3	1527.000	8.000000	23.0	0.7	31.19	1.68e-26	0.89
chr10-3689	chr10	78752185	78753289	+	154.3	1104.000	10.000000	23.0	1.5	15.59	7.19e-20	0.92
chr10-1456	chr10	100588772	100589537	+	154.3	765.000	20.000000	23.0	0.7	31.19	1.68e-26	0.99
chr10-3815	chr10	127521767	127522725	+	154.3	958.000	10.000000	23.0	0.7	31.19	1.68e-26	0.93
chr11-2876	chr11	3535623	3536710	+	154.3	1087.000	18.000000	23.0	0.7	31.19	1.68e-26	0.91
chr11-7642	chr11	5877194	5878505	+	154.3	1311.000	7.000000	23.0	0.7	31.19	1.68e-26	0.89
chr11-7665	chr11	16951069	16952099	+	154.3	1030.000	7.000000	23.0	0.4	62.37	2.90e-33	0.93
chr11-3213	chr11	30754757	30755729	+	154.3	972.000	17.000000	23.0	0.4	62.37	2.90e-33	0.99
chr11-9313	chr11	58948242	58949977	+	154.3	1735.000	5.000000	23.0	0.7	31.19	1.68e-26	0.88
chr11-2685	chr11	62575592	62576504	+	154.3	912.000	19.000000	23.0	0.4	62.37	2.90e-33	0.92
chr11-9408	chr11	69094406	69095944	+	154.3	1538.000	5.000000	23.0	3.0	7.80	1.48e-13	0.85
chr11-6691	chr11	70021068	70022131	+	154.3	1063.000	9.000000	23.0	0.7	31.19	1.68e-26	0.98
chr11-9570	chr11	82930956	82932190	+	154.3	1234.000	5.000000	23.0	0.7	31.19	1.68e-26	0.92
chr11-3718	chr11	98348406	98349395	+	154.3	989.000	16.000000	23.0	0.7	31.19	1.68e-26	0.89
chr11-3395	chr11	98400158	98401136	+	154.3	978.000	17.000000	23.0	0.4	62.37	2.90e-33	0.91
chr11-3413	chr11	102276428	102277497	+	154.3	1069.000	17.000000	23.0	0.4	62.37	2.90e-33	0.87
chr11-4497	chr11	103170656	103171757	+	154.3	1101.000	14.000000	23.0	0.7	31.19	1.68e-26	0.90
chr11-5000	chr11	118908888	118909963	+	154.3	1075.000	13.000000	23.0	0.4	62.37	2.90e-33	0.92
chr11-3795	chr11	120932403	120933394	+	154.3	991.000	16.000000	23.0	0.4	62.37	2.90e-33	0.99
chr12-1744	chr12	24498331	24499421	+	154.3	1090.000	15.000000	23.0	1.5	15.59	7.19e-20	0.92
chr12-3235	chr12	57211309	57212392	+	154.3	1083.000	8.000000	23.0	0.4	62.37	2.90e-33	0.99
chr12-4310	chr12	85175255	85177569	+	154.3	2314.000	5.000000	23.0	0.4	62.37	2.90e-33	1.00
chr12-1821	chr12	85288213	85289309	+	154.3	1096.000	15.000000	23.0	0.4	62.37	2.90e-33	0.89
chr12-793	chr12	88360494	88361126	+	154.3	632.000	23.000000	23.0	0.4	62.37	2.90e-33	0.94
chr12-3998	chr12	107979549	107980909	+	154.3	1360.000	6.000000	23.0	0.7	31.19	1.68e-26	0.89
chr13-3142	chr13	10359948	10361478	+	154.3	1530.000	9.000000	23.0	0.4	62.37	2.90e-33	0.88
chr13-1179	chr13	21468091	21468980	+	154.3	889.000	19.000000	23.0	0.4	62.37	2.90e-33	0.92
chr13-3968	chr13	63430608	63432067	+	154.3	1459.000	7.000000	23.0	0.4	62.37	2.90e-33	0.80
chr13-1918	chr13	73732664	73733464	+	154.3	800.000	15.000000	23.0	0.4	62.37	2.90e-33	0.98
chr13-2325	chr13	91223606	91224412	+	154.3	806.000	13.000000	23.0	0.4	62.37	2.90e-33	0.94
chr13-4109	chr13	114931332	114932680	+	154.3	1348.000	7.000000	23.0	0.4	62.37	2.90e-33	0.92
chr14-1020	chr14	16243008	16243908	+	154.3	900.000	19.000000	23.0	1.5	15.59	7.19e-20	0.91
chr14-2361	chr14	54780922	54782138	+	154.3	1216.000	11.000000	23.0	0.7	31.19	1.68e-26	0.90
chr14-1653	chr14	57398251	57399391	+	154.3	1140.000	15.000000	23.0	1.5	15.59	7.19e-20	0.88
chr14-3385	chr14	61037132	61038205	+	154.3	1073.000	7.000000	23.0	0.4	62.37	2.90e-33	0.92
chr14-4095	chr14	63435784	63437111	+	154.3	1327.000	5.000000	23.0	0.7	31.19	1.68e-26	0.92
chr14-1701	chr14	118854530	118855613	+	154.3	1083.000	15.000000	23.0	0.7	31.19	1.68e-26	0.89
chr15-3626	chr15	7813072	7814224	+	154.3	1152.000	7.000000	23.0	0.4	62.37	2.90e-33	0.91
chr15-3052	chr15	34678120	34679249	+	154.3	1129.000	9.000000	23.0	0.7	31.19	1.68e-26	0.98
chr15-4062	chr15	41867788	41869419	+	154.3	1631.000	6.000000	23.0	0.4	62.37	2.90e-33	0.89
chr15-1441	chr15	73839363	73840322	+	154.3	959.000	17.000000	23.0	1.5	15.59	7.19e-20	0.91
chr15-1975	chr15	75678271	75679376	+	154.3	1105.000	14.000000	23.0	0.4	62.37	2.90e-33	0.99
chr15-2857	chr15	76294219	76295488	+	154.3	1269.000	10.000000	23.0	0.4	62.37	2.90e-33	0.91
chr15-5108	chr15	76457182	76458307	+	154.3	1125.000	4.000000	23.0	2.2	10.40	3.99e-16	0.93
chr15-2632	chr15	80090903	80091931	+	154.3	1028.000	11.000000	23.0	0.7	31.19	1.68e-26	0.92
chr15-2492	chr15	100304320	100305367	+	154.3	1047.000	12.000000	23.0	0.4	62.37	2.90e-33	0.99
chr16-2582	chr16	9994264	9995767	+	154.3	1503.000	8.000000	23.0	0.4	62.37	2.90e-33	0.89
chr16-1734	chr16	16146120	16147212	+	154.3	1092.000	13.000000	23.0	2.2	10.40	3.99e-16	0.92
chr16-2072	chr16	18776876	18777950	+	154.3	1074.000	11.000000	23.0	0.7	31.19	1.68e-26	0.92
chr16-1112	chr16	29813636	29814538	+	154.3	902.000	18.000000	23.0	1.5	15.59	7.19e-20	1.05
chr16-2131	chr16	46009746	46011053	+	154.3	1307.000	11.000000	23.0	0.7	31.19	1.68e-26	0.88
chr16-1966	chr16	55894931	55895860	+	154.3	929.000	12.000000	23.0	0.7	31.19	1.68e-26	0.93
chr16-2940	chr16	65814762	65816095	+	154.3	1333.000	7.000000	23.0	0.4	62.37	2.90e-33	0.99
chr17-3138	chr17	8147010	8148615	+	154.3	1605.000	11.000000	23.0	0.4	62.37	2.90e-33	0.67
chr17-4116	chr17	22360506	22362167	+	154.3	1661.000	8.000000	23.0	0.7	31.19	1.68e-26	0.75
chr17-5321	chr17	24735996	24737353	+	154.3	1357.000	5.000000	23.0	0.4	62.37	2.90e-33	0.91
chr17-3823	chr17	25221730	25223175	+	154.3	1445.000	9.000000	23.0	0.4	62.37	2.90e-33	0.83
chr17-3565	chr17	34027209	34028297	+	154.3	1088.000	10.000000	23.0	0.7	31.19	1.68e-26	0.91
chr17-3303	chr17	35994416	35995679	+	154.3	1263.000	11.000000	23.0	2.2	10.40	3.99e-16	0.92
chr17-3311	chr17	37049677	37051065	+	154.3	1388.000	11.000000	23.0	1.5	15.59	7.19e-20	0.80
chr17-4286	chr17	46253592	46254688	+	154.3	1096.000	8.000000	23.0	0.4	62.37	2.90e-33	1.06
chr18-2240	chr18	4994959	4996045	+	154.3	1086.000	9.000000	23.0	1.5	15.59	7.19e-20	0.99
chr18-2447	chr18	5333619	5335332	+	154.3	1713.000	8.000000	23.0	0.4	62.37	2.90e-33	0.87
chr18-1889	chr18	23989356	23990447	+	154.3	1091.000	11.000000	23.0	1.5	15.59	7.19e-20	0.92
chr18-2761	chr18	36669597	36670464	+	154.3	867.000	7.000000	23.0	0.7	31.19	1.68e-26	0.98
chr18-2524	chr18	36759781	36760830	+	154.3	1049.000	8.000000	23.0	3.0	7.80	1.48e-13	0.91
chr18-2395	chr18	67133150	67134192	+	154.3	1042.000	9.000000	23.0	2.2	10.40	3.99e-16	0.93
chr18-1291	chr18	69198196	69198998	+	154.3	802.000	16.000000	23.0	0.4	62.37	2.90e-33	0.98
chr19-3216	chr19	3935286	3936389	+	154.3	1103.000	7.000000	23.0	0.7	31.19	1.68e-26	0.90
chr19-2976	chr19	5084974	5086123	+	154.3	1149.000	8.000000	23.0	0.7	31.19	1.68e-26	0.92
chr19-2737	chr19	6340899	6341886	+	154.3	987.000	9.000000	23.0	1.5	15.59	7.19e-20	0.98
chr19-3558	chr19	8785538	8786562	+	154.3	1024.000	6.000000	23.0	2.2	10.40	3.99e-16	0.98
chr19-4536	chr19	42085605	42086602	+	154.3	997.000	4.000000	23.0	0.7	31.19	1.68e-26	0.98
